Specimen;Sample;Site;Transect;Plot;Habitat;SamplingPoint/Replicate;Method;FocalGroup;SubFamily;Tribe;Genus;Species;Author;Sex;Abundance;TeteLong;TeteLarg;MandibuleLong;ClypeusLong;ScapeAntennaireLong;OeilLong;WeberLong;FemurPostLong;ThoraxLargMax
IT14-0055-129;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;76;;;;;;;;;
IT14-0055-130;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;49;;;;;;;;;
IT14-0055-132;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.fallax.sp.H;-;;1;;;;;;;;;
IT14-0055-133;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.IT14.4;-;;1;0,416;0,416;0,247;0,143;0,312;0,091;0,429;0,377;0,247
IT14-0055-134;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.tristis.sp.A;-;;9;;;;;;;;;
IT14-0055-135;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;1;;;;;;;;;
IT14-0055-136;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;1;;;;;;;;;
IT14-0055-137;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.21;-;;7;;;;;;;;;
IT14-0055-138;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;3;;;;;;;;;
IT14-0055-139;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.29;-;;1;0,403;0,338;0,208;0,065;0,273;0,039;0,468;0,364;0,234
IT14-0055-140;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;horni;Santschi, 1929;;2;;;;;;;;;
IT14-0055-141;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Attini;Cephalotes;sp.IT14.3;-;;1;0,871;0,884;0,273;0,2665;0,572;0,273;1,105;0,611;0,637
IT14-0055-142;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Attini;Myrmicocrypta;sp.D;-;;1;;;;;;;;;
IT14-0055-143;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Attini;Cyphomyrmex;rimosus;(Spinola, 1851);;2;;;;;;;;;
IT14-0055-144;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Amblyoponinae;-;Prionopelta;sp.IT14.1;-;;1;;;;;;;;;
IT14-0055-145;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;betschi;Perrault, 1988;;2;;;;;;;;;
IT14-0055-146;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;27;;;;;;;;;
IT14-0055-147;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Ponerinae;Ponerini;Leptogenys;sp.IT14.3;-;;1;0,897;0,598;0,468;0,312;0,806;0,169;1,352;0,858;0,507
IT14-0055-148;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Ponerinae;Ponerini;Leptogenys;sp.IT14.2;-;;1;0,9815;0,5785;0,416;0,3575;0,9165;0,2275;1,443;1,014;0,5265
IT14-0055-149;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;sotobosque;Longino, 2003;;7;;;;;;;;;
IT14-0055-150;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;sp.IT14.1;-;;16;;;;;;;;;
IT14-0055-151;IT14-0055;Itoupé;800m;P2;1;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.IT14.2;-;;30;;;;;;;;;
IT14-0056-56;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;elongata;Roger, 1863;;1;;;;;;;;;
IT14-0056-57;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;perparva;Brown, 1958;;1;0,338;0,3185;0,221;0,0975;0,2405;0,026;0,3705;0,247;0,195
IT14-0056-58;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;alberti;(Forel, 1893);;1;;;;;;;;;
IT14-0056-59;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;14;;;;;;;;;
IT14-0056-60;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Ponerinae;Ponerini;Anochetus;inermis;André, 1889;;1;;;;;;;;;
IT14-0056-61;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;sp.IT14.1;-;;1;;;;;;;;;
IT14-0056-62;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.IT14.2;-;;8;;;;;;;;;
IT14-0056-63;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Formicinae;Lasiini;Acropyga;decedens;(Mayr, 1887);;1;0,572;0,52;0,299;0,13;0,455;0,039;0,598;0,416;0,3185
IT14-0056-64;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;balzani;(Emery, 1894);;16;;;;;;;;;
IT14-0056-65;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;sotobosque;Longino, 2003;;8;;;;;;;;;
IT14-0056-66;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.16;-;;2;;;;;;;;;
IT14-0056-67;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.14;-;;1;;;;;;;;;
IT14-0056-68;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;31;;;;;;;;;
IT14-0056-69;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;allarmata;Wilson, 2003;;11;;;;;;;;;
IT14-0056-70;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;73;;;;;;;;;
IT14-0056-71;IT14-0056;Itoupé;800m;P2;1;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.tristis.sp.A;-;;1;;;;;;;;;
IT14-0057-33;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;43;;;;;;;;;
IT14-0057-34;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Attini;Apterostigma;auriculatum;Wheeler, W.M., 1925;;12;;;;;;;;;
IT14-0057-35;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Attini;Apterostigma;acre;Lattke, 1997;;1;;;;;;;;;
IT14-0057-36;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Ponerinae;-;Rasopone;ferruginea;(Smith F., 1858);;1;1,365;1,3;0,858;0,208;1,014;0,156;1,9;1,131;1,014
IT14-0057-37;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Ponerinae;Ponerini;Anochetus;inermis;André, 1889;;1;;;;;;;;;
IT14-0057-38;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;balzani;(Emery, 1894);;4;;;;;;;;;
IT14-0057-39;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Proceratiinae;Proceratiini;Discothyrea;sexarticulata;Borgmeier, 1954;;1;;;;;;;;;
IT14-0057-40;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;57;;;;;;;;;
IT14-0057-42;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;38;;;;;;;;;
IT14-0057-43;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;elongata;Roger, 1863;;1;;;;;;;;;
IT14-0057-44;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;perparva;Brown, 1958;;1;;;;;;;;;
IT14-0057-45;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.1;-;;5;;;;;;;;;
IT14-0057-46;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.16;-;;4;;;;;;;;;
IT14-0057-47;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;18;;;;;;;;;
IT14-0057-48;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;1;;;;;;;;;
IT14-0057-49;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.25;-;;29;0,351;0,286;0,169;0,052;0,26;0,039;0,377;0,286;0,195
IT14-0057-50;IT14-0057;Itoupé;800m;P2;1;3;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.21;-;;2;;;;;;;;;
IT14-0058-85;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;80;;;;;;;;;
IT14-0058-87;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.tristis.sp.F;-;;1;;;;;;;;;
IT14-0058-88;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;6;;;;;;;;;
IT14-0058-91;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Ponerinae;Ponerini;Leptogenys;sp.IT14.4;-;;1;0,962;0,572;0,403;0,364;0,897;0,2145;1,4495;0,988;0,507
IT14-0058-92;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;immanis;Kempf, 1973;;1;;;;;;;;;
IT14-0058-93;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;fulva;(Mayr, 1862);;19;;;;;;;;;
IT14-0058-94;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;elongata;Roger, 1863;;1;;;;;;;;;
IT14-0058-95;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;4;;;;;;;;;
IT14-0058-96;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.21;-;;5;;;;;;;;;
IT14-0058-97;IT14-0058;Itoupé;800m;P2;1;4;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;3;;;;;;;;;
IT14-0059-64;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;138;;;;;;;;;
IT14-0059-66;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;immanis;Kempf, 1973;;2;;;;;;;;;
IT14-0059-67;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Amblyoponinae;-;Prionopelta;sp.IT14.1;-;;11;;;;;;;;;
IT14-0059-68;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;sp.IT14.2;-;;1;0,845;0,728;0,429;0,26;0,507;0,182;1,118;0,676;0,5525
IT14-0059-69;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;relicta;(Mann, 1916);;2;0,663;0,546;0,3705;0,2275;0,494;0,0715;0,884;0,559;0,4355
IT14-0059-70;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;fulva;(Mayr, 1862);;1;;;;;;;;;
IT14-0059-71;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.13.FG.SGt.;-;;1;;;;;;;;;
IT14-0059-72;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.IT14.1;-;;6;;;;;;;;;
IT14-0059-73;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;balzani;(Emery, 1894);;4;;;;;;;;;
IT14-0059-74;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;18;;;;;;;;;
IT14-0059-75;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;elongata;Roger, 1863;;1;;;;;;;;;
IT14-0059-76;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;crassicornis;Mayr, 1887;;2;0,429;0,3575;0,169;0,143;0,247;0,039;0,455;0,312;0,247
IT14-0059-77;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;39;;;;;;;;;
IT14-0059-78;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.tristis.sp.C;-;;1;;;;;;;;;
IT14-0059-79;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.tristis.sp.A;-;;1;;;;;;;;;
IT14-0059-81;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;14;;;;;;;;;
IT14-0059-82;IT14-0059;Itoupé;800m;P2;1;5;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.29;-;;8;;;;;;;;;
IT14-0060-47;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;33;;;;;;;;;
IT14-0060-49;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Attini;Apterostigma;pilosum;Mayr, 1865;;1;;;;;;;;;
IT14-0060-51;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;perparva;Brown, 1958;;3;;;;;;;;;
IT14-0060-52;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;8;;;;;;;;;
IT14-0060-53;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;trinidadensis;Wheeler, W.M., 1922;;3;0,6825;0,65;0,559;0,182;0,598;0,117;0,884;0,741;0,39
IT14-0060-54;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;1;;;;;;;;;
IT14-0060-55;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.1;-;;6;;;;;;;;;
IT14-0060-56;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.29;-;;8;;;;;;;;;
IT14-0060-57;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;5;;;;;;;;;
IT14-0060-58;IT14-0060;Itoupé;800m;P2;1;6;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.5;-;;3;;;;;;;;;
IT14-0061-18;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;16;;;;;;;;;
IT14-0061-19;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.fallax.sp.B;-;;1;;;;;;;;;
IT14-0061-20;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;allarmata;Wilson, 2003;;1;;;;;;;;;
IT14-0061-21;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;sp.IT14.1;-;;1;;;;;;;;;
IT14-0061-22;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;betschi;Perrault, 1988;;1;;;;;;;;;
IT14-0061-23;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.IT14.2;-;;1;0,7605;0,715;0,429;0,2275;0,715;0,0455;1,079;0,741;0,507
IT14-0061-24;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;fulva;(Mayr, 1862);;2;;;;;;;;;
IT14-0061-25;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;beebei;(Wheeler, 1915);;5;;;;;;;;;
IT14-0061-26;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;6;;;;;;;;;
IT14-0061-27;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;1;;;;;;;;;
IT14-0061-28;IT14-0061;Itoupé;800m;P2;1;7;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;1;;;;;;;;;
IT14-0062-70;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;sp.IT14.1;-;;1;;;;;;;;;
IT14-0062-71;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;sp.SL13.3;-;;2;;;;;;;;;
IT14-0062-72;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;19;;;;;;;;;
IT14-0062-73;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Formicinae;Lasiini;Acropyga;decedens;(Mayr, 1887);;5;0,598;0,507;0,2925;0,13;0,468;0,0325;0,598;0,416;0,364
IT14-0062-74;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.13.FG.SGt.;-;;3;;;;;;;;;
IT14-0062-75;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;6;;;;;;;;;
IT14-0062-76;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.3;-;;2;;;;;;;;;
IT14-0062-77;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;4;;;;;;;;;
IT14-0062-78;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.23;-;;1;0,403;0,338;0,2145;0,052;0,299;0,026;0,416;0,364;0,221
IT14-0062-79;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.29;-;;6;;;;;;;;;
IT14-0062-80;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.11;-;;6;;;;;;;;;
IT14-0062-81;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.13;-;;6;;;;;;;;;
IT14-0062-82;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.IT14.4;-;;1;;;;;;;;;
IT14-0062-84;IT14-0062;Itoupé;800m;P2;1;8;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;246;;;;;;;;;
IT14-0063-101;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;127;;;;;;;;;
IT14-0063-103;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;22;;;;;;;;;
IT14-0063-104;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;4;;;;;;;;;
IT14-0063-105;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;21;;;;;;;;;
IT14-0063-106;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.13;-;;3;;;;;;;;;
IT14-0063-107;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.13;-;;2;;;;;;;;;
IT14-0063-108;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.1;-;;5;;;;;;;;;
IT14-0063-91;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;sp.IT14.1;-;;13;;;;;;;;;
IT14-0063-92;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Dorylinae;Cerapachyini;Cerapachys;neotropicus;Weber, 1939;;2;0,741;0,559;0,3055;0,182;0,403;0,039;0,962;0,5135;0,4355
IT14-0063-93;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Amblyoponinae;-;Prionopelta;sp.IT14.1;-;;1;;;;;;;;;
IT14-0063-94;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.IT14.4;-;;3;0,455;0,3965;0,221;0,104;0,3315;0,0455;0,598;0,325;0,2925
IT14-0063-95;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;tenuicula;Forel, 1904;;5;;;;;;;;;
IT14-0063-96;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;sp.SL13.3;-;;5;;;;;;;;;
IT14-0063-97;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.IT14.4;-;;1;0,429;0,416;0,247;0,13;0,338;0,078;0,429;0,364;0,247
IT14-0063-98;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.tristis.sp.A;-;;1;;;;;;;;;
IT14-0063-99;IT14-0063;Itoupé;800m;P2;1;9;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;gp.flavens.sp.D.2;-;;35;;;;;;;;;
IT14-0064-60;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;immanis;Kempf, 1973;;1;;;;;;;;;
IT14-0064-61;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;sp.IT14.1;-;;1;;;;;;;;;
IT14-0064-62;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Attini;Apterostigma;pilosum;Mayr, 1865;;7;;;;;;;;;
IT14-0064-63;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;sotobosque;Longino, 2003;;1;;;;;;;;;
IT14-0064-64;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;betschi;Perrault, 1988;;3;;;;;;;;;
IT14-0064-65;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;foreli;(Mayr, 1887);;1;;;;;;;;;
IT14-0064-66;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Proceratiinae;Proceratiini;Discothyrea;sexarticulata;Borgmeier, 1954;;1;;;;;;;;;
IT14-0064-67;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Amblyoponinae;-;Prionopelta;sp.IT14.1;-;;3;;;;;;;;;
IT14-0064-68;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;17;;;;;;;;;
IT14-0064-69;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.1;-;;3;;;;;;;;;
IT14-0064-70;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.16;-;;1;;;;;;;;;
IT14-0064-71;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.29;-;;6;;;;;;;;;
IT14-0064-72;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.15;-;;5;;;;;;;;;
IT14-0064-74;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.IT14.14;-;;1;0,351;0,299;0,169;0,039;0,234;0,0325;0,377;0,221;0,156
IT14-0064-75;IT14-0064;Itoupé;800m;P2;1;10;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;fallax;Mayr, 1870;;26;;;;;;;;;
