Specimen;Sample;Site;Transect;Plot;Habitat;SamplingPoint/Replicate;Method;FocalGroup;SubFamily;Tribe;Genus;Species;Author;Sex;Abundance;TeteLong;TeteLarg;MandibuleLong;ClypeusLong;ScapeAntennaireLong;OeilLong;WeberLong;FemurPostLong;ThoraxLargMax
SG-FT1W43-07;SG-FT1W43;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W44-01;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Amblyoponinae;-;Stigmatomma;lurilabes;(Lattke, 1991);;1;;;;;;;;;
SG-FT1W44-02;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;betschi;Perrault, 1988;;1;;;;;;;;;
SG-FT1W44-03;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.01.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W44-04;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.02.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W44-05;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.06.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W44-06;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;fulva;(Mayr, 1862);;1;;;;;;;;;
SG-FT1W44-07;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;scolioceps;Wilson, 2003;;1;;;;;;;;;
SG-FT1W44-08;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.10.FG.SGm2.gp.fallax;-;;1;;;;;;;;;
SG-FT1W44-09;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.26.FG.SGm2.gp.flavens;-;;1;;;;;;;;;
SG-FT1W44-10;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W44-11;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.08.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W44-12;SG-FT1W44;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W45-01;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;elongata;Roger, 1863;;1;;;;;;;;;
SG-FT1W45-02;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Rogeria;subarmata;(Kempf, 1961);;1;;;;;;;;;
SG-FT1W45-03;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Dolichoderinae;Dolichoderini;Azteca;instabilis;Smith F., 1862;;1;;;;;;;;;
SG-FT1W45-04;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.01.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W45-05;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;dolon;Wilson, 2003;;1;;;;;;;;;
SG-FT1W45-06;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Rogeria;alzatei;Kugler, 1994;;1;;;;;;;;;
SG-FT1W45-07;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W45-08;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.08.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W45-09;SG-FT1W45;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W46-01;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;limata;Smith F., 1858;;1;;;;;;;;;
SG-FT1W46-02;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Attini;Apterostigma;sp.FG.SGm2.gp.pilosum;-;;1;;;;;;;;;
SG-FT1W46-03;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.02.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W46-04;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.10.FG.SGm2.gp.fallax;-;;1;;;;;;;;;
SG-FT1W46-05;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.32.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W46-06;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Rogeria;lirata;Kugler, 1994;;1;;;;;;;;;
SG-FT1W46-07;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W46-08;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.05.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W46-09;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W46-10;SG-FT1W46;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Attini;Trachymyrmex;sp.02.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-01;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;limata;Smith F., 1858;;1;;;;;;;;;
SG-FT1W47-02;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;horni;Santschi, 1929;;1;;;;;;;;;
SG-FT1W47-03;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Pachycondyla;harpax;(Fabricius, 1804);;1;;;;;;;;;
SG-FT1W47-04;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Dolichoderinae;Dolichoderini;Azteca;instabilis;Smith F., 1862;;1;;;;;;;;;
SG-FT1W47-05;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;betschi;Perrault, 1988;;1;;;;;;;;;
SG-FT1W47-06;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;acuminata;Emery, 1896;;1;;;;;;;;;
SG-FT1W47-07;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.01.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-08;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.06.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-09;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.01.FG.SGm2.gp.fallax;-;;1;;;;;;;;;
SG-FT1W47-10;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.10.FG.SGm2.gp.fallax;-;;1;;;;;;;;;
SG-FT1W47-11;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.19.FG.SGm2.gp.diligens;-;;1;;;;;;;;;
SG-FT1W47-12;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-13;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.05.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-14;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.08.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-15;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.09.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W47-16;SG-FT1W47;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W48-01;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;limata;Smith F., 1858;;1;;;;;;;;;
SG-FT1W48-02;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Mayaponera;constricta;(Mayr, 1884);;1;;;;;;;;;
SG-FT1W48-03;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;longispina;Emery, 1890;;1;;;;;;;;;
SG-FT1W48-04;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;balzani;(Emery, 1894);;1;;;;;;;;;
SG-FT1W48-05;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.01.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W48-06;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.06.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W48-07;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.09.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W48-08;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.11.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W48-09;SG-FT1W48;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W49-01;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;relicta;(Mann, 1916);;1;;;;;;;;;
SG-FT1W49-02;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;wardi;Longino, 2003;;1;;;;;;;;;
SG-FT1W49-03;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.01.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W49-04;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.02.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W49-05;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.06.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W49-06;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W49-07;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.05.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W49-08;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.08.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W49-09;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;beebei;(Wheeler, 1915);;1;;;;;;;;;
SG-FT1W49-10;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W49-11;SG-FT1W49;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;sp.03.FG.SGm2.cf.gp.substricta;-;;1;;;;;;;;;
SG-FT1W50-01;SG-FT1W50;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Rogeria;scobinata;Kugler, 1994;;1;;;;;;;;;
SG-FT1W50-02;SG-FT1W50;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;pollux;Forel, 1893;;1;;;;;;;;;
SG-FT1W50-03;SG-FT1W50;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;wardi;Longino, 2003;;1;;;;;;;;;
SG-FT1W50-04;SG-FT1W50;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Formicinae;Camponotini;Camponotus;fastigatus;Roger, 1863;;1;;;;;;;;;
SG-FT1W50-05;SG-FT1W50;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W5-01;SG-FT1W5;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;wardi;Longino, 2003;;1;;;;;;;;;
SG-FT1W5-02;SG-FT1W5;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W6-01;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;wardi;Longino, 2003;;1;;;;;;;;;
SG-FT1W6-02;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Formicinae;Brachymyrmecini;Brachymyrmex;sp.01.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W6-03;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Carebara;sp.01.FG.SGm2.nov;-;;1;;;;;;;;;
SG-FT1W6-04;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;longispina;Emery, 1890;;1;;;;;;;;;
SG-FT1W6-05;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Formicoxenini;Ochetomyrmex;neopolitus;Fernandez, 2003;;1;;;;;;;;;
SG-FT1W6-06;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.10.FG.SGm2.gp.fallax;-;;1;;;;;;;;;
SG-FT1W6-07;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.19.FG.SGm2.gp.diligens;-;;1;;;;;;;;;
SG-FT1W6-08;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W6-09;SG-FT1W6;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.09.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W7-01;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Anochetus;horridus;Kempf, 1964;;1;;;;;;;;;
SG-FT1W7-02;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Rogeria;scobinata;Kugler, 1994;;1;;;;;;;;;
SG-FT1W7-03;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pogonomyrmecini;Hylomyrma;immanis;Kempf, 1973;;1;;;;;;;;;
SG-FT1W7-04;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Proceratiinae;Proceratiini;Discothyrea;denticulata;Weber, 1939;;1;;;;;;;;;
SG-FT1W7-05;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;scolioceps;Wilson, 2003;;1;;;;;;;;;
SG-FT1W7-06;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.07.FG.SGm2.gp.diligens;-;;1;;;;;;;;;
SG-FT1W7-07;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.10.FG.SGm2.gp.fallax;-;;1;;;;;;;;;
SG-FT1W7-08;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.05.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W7-09;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.08.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W7-10;SG-FT1W7;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W8-01;SG-FT1W8;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;wardi;Longino, 2003;;1;;;;;;;;;
SG-FT1W8-02;SG-FT1W8;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;betschi;Perrault, 1988;;1;;;;;;;;;
SG-FT1W8-03;SG-FT1W8;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.06.FG.SGm2.gp.flavens;-;;1;;;;;;;;;
SG-FT1W8-04;SG-FT1W8;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W8-05;SG-FT1W8;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W9-01;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;foreli;(Mayr, 1887);;1;;;;;;;;;
SG-FT1W9-02;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Mayaponera;constricta;(Mayr, 1884);;1;;;;;;;;;
SG-FT1W9-03;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Proceratiinae;Proceratiini;Discothyrea;sexarticulata;Borgmeier, 1954;;1;;;;;;;;;
SG-FT1W9-04;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;wardi;Longino, 2003;;1;;;;;;;;;
SG-FT1W9-05;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ectatomminae;Ectatommini;Gnamptogenys;sulcata;(Smith F., 1858);;1;;;;;;;;;
SG-FT1W9-06;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;longispina;Emery, 1890;;1;;;;;;;;;
SG-FT1W9-07;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.06.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W9-08;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.08.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W9-09;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;fulva;(Mayr, 1862);;1;;;;;;;;;
SG-FT1W9-10;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;scolioceps;Wilson, 2003;;1;;;;;;;;;
SG-FT1W9-11;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.04.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W9-12;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.05.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W9-13;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.10.FG.SGm2.;-;;1;;;;;;;;;
SG-FT1W9-14;SG-FT1W9;Nouragues;Transition forest with shrub vegetation;1;5;1;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT2W10-01;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;limata;Smith F., 1858;;1;;;;;;;;;
SG-FT2W10-02;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Formicinae;Plagiolepidini;Nylanderia;sp.05.FG.SGt.;-;;1;;;;;;;;;
SG-FT2W10-03;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;terribilis;Wilson, 2003;;1;;;;;;;;;
SG-FT2W10-04;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.11.FG.SGt.gp.flavens;-;;1;;;;;;;;;
SG-FT2W10-05;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Pheidolini;Pheidole;sp.40.FG.SGt.comp.flavens;-;;1;;;;;;;;;
SG-FT2W10-06;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.11.FG.SGt.;-;;1;;;;;;;;;
SG-FT2W10-07;SG-FT2W10;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.16.FG.SGt.;-;;1;;;;;;;;;
SG-FT2W1-01;SG-FT2W1;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;elongata;Roger, 1863;;1;;;;;;;;;
SG-FT2W1-02;SG-FT2W1;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Ponerinae;Ponerini;Hypoponera;sp.13.FG.SGt.;-;;1;;;;;;;;;
SG-FT2W1-03;SG-FT2W1;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Solenopsidini;Solenopsis;sp.15.FG.SGt.;-;;1;;;;;;;;;
SG-FT2W1-04;SG-FT2W1;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Dacetini;Strumigenys;denticulata;(Mayr, 1887);;1;;;;;;;;;
SG-FT2W11-01;SG-FT2W11;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;limata;Smith F., 1858;;1;;;;;;;;;
SG-FT2W11-02;SG-FT2W11;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Crematogastrini;Crematogaster;carinata;Mayr, 1862;;1;;;;;;;;;
SG-FT2W11-03;SG-FT2W11;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Formicinae;Gigantiopini;Gigantiops;destructor;(Fabricius, 1804);;1;;;;;;;;;
SG-FT2W11-04;SG-FT2W11;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Attini;Trachymyrmex;cornetzi;Forel, 1912;;1;;;;;;;;;
SG-FT2W11-05;SG-FT2W11;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Formicinae;Brachymyrmecini;Brachymyrmex;heeri;Forel, 1874;;1;;;;;;;;;
SG-FT2W11-06;SG-FT2W11;Nouragues;Transition forest with shrub vegetation;2;5;2;Winkler48h;Ant;Myrmicinae;Attini;Octostruma;balzani;(Emery, 1894);;1;;;;;;;;;
